DIRECTORIO,TIP_FOR,P1,P1S1,P2,P2S1,P5,CTL_1,P8R,P9,P10R,P11,P12,P13,P15,P16S1,P16S2,P16S3,P16S4,P16S5,P16S6,P16S7,P16S8,P16S9,P17,P17S1,P17S2,P17S3,P17S4,P17S5,P17S6,P17S7,P17S8,P17S9,P17S10,P18,P19,P20,P20S1,P20S2,P20S3,P20S4,P20S5,P20S1A1,P20S2A1,P20S3A1,P20S4A1,P20S5A1,P21,P22,P23,P23S1R,P23S2,P24,P25,P26,P26S1,P26S2,P26S3,P26S4,P26S5,P26S6,P26_1,P26_2S1,P26_2S2,P26_2S3,P26_2S4,P26_2S5,P26_2S6,P26_2S7,P26_2S8,P27,P28R,P29,P30,P30S1,P30S2,P30S3,P30S4,P30S5,P30S6,P30S7,P30S8,P30S9,P30S1A1R,P30S2A1R,P30S3A1R,P30S4A1R,P30S5A1R,P30S6A1R,P30S7A1R,P30S8A1R,P30S9A1R,P30_1,P30_2,P31,P32,P32S1,P32S2,P32S3,P32S4,P32S5,P32S6,P32S7,P32S8,P33,P33S1,P33S2,P33S3,P33S4,P33S5,P33S6,P33_1,P33_2,P33_2S1,P33_2S2,P33_2S3,P33_2S4,P33_2S5,P34,P35,P36R,P37S1,P37S2,P37S3,P37S4,P37S5,P37S6,P37S7,COMPLETA
67,2,23,23001,1,07,1,1,74,1,5,1,1,2,6,2,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,11,,10,0,11,9,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
69,2,23,23001,1,07,1,1,51,1,3,1,1,1,6,4,4,2,3,4,4,4,3,4,1,1,,,1,,,,,,,11,,,2,2,2,2,2,,,,,,1,5,,35,0,4,9,,2,1,2,2,2,2,2,,1,,,,,,,1,2,4,,2,1,2,2,2,2,2,2,2,,16,,,,,,,,2,,1,2,1,,,,,,,,,2,2,1,2,2,2,1,,1,2,2,2,1,1,,,,,,,,,,1
70,2,23,23001,1,07,1,1,45,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,1,1,,20,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,2,2,2,2,2,1,2,2,2,,,,,,18,,,,6,4,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,1,1,,,,,,,,,,1
71,2,23,23001,1,07,1,1,33,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,1,,,,,,4,,,2,2,2,2,2,,,,,,1,7,,21,0,1,9,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,1,2,1,2,2,1,2,2,2,19,,19,,,23,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,1,1,,,,,,,,,,1
72,2,23,23001,1,07,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47,1,,1,,,,,1
73,2,23,23001,1,05,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,,,1,1,,,,1
74,2,23,23001,1,05,1,1,58,1,5,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,15,0,3,9,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,1,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
75,2,85,85001,1,05,2,1,36,1,3,2,1,3,6,4,4,2,2,4,3,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,8,0,1,1,,1,2,2,2,1,2,5,1,1,1,,1,1,,1,1,2,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
76,2,23,23001,1,04,1,1,36,1,5,2,1,1,6,4,4,3,2,4,4,4,4,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,10,0,5,1,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,1,2,2,2,2,2,2,2,2,23,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
77,2,85,85001,1,05,2,1,31,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,1,,,11,,,2,2,2,2,2,,,,,,2,1,,18,0,10,1,,2,2,2,1,1,2,4,,1,1,,1,1,,1,1,3,6,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,1,1,1,2,2,2,2,,2,2,2,2,2,4,,,,,,,,,,1
78,2,23,23001,1,04,1,1,52,1,3,1,1,1,6,4,4,4,3,4,4,4,4,4,2,,,,,,,,,,,,,,1,1,2,2,2,2,2,,,,2,5,,8,0,7,1,,2,2,2,2,1,2,5,,1,,,,,,1,2,8,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,1,2,2,2,1,1,,,,,,,,,,1
79,2,23,23001,1,04,1,1,32,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,13,0,11,1,,1,2,2,2,2,2,1,1,1,1,,,,,,2,8,5,,1,2,1,2,2,1,2,2,2,17,,18,,,19,,,,6,1,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,1,1,,,,,,,,,,1
80,2,85,85001,1,05,2,1,22,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,0,1,10,2,,1,2,2,1,2,2,1,1,1,1,,1,1,,1,1,2,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,4,,,,,,,,,,1
81,2,23,23001,1,04,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,,,,,,,1,1
82,2,85,85001,1,05,2,1,28,1,3,1,1,3,6,4,4,4,4,3,4,4,3,2,1,,,,,,1,,1,,,11,,,2,2,2,2,2,,,,,,2,1,,10,0,10,2,,1,2,1,2,2,1,1,,1,1,,1,1,,1,1,2,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,1,3,,,,,,,,,,1
83,2,85,85001,1,05,2,1,20,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,5,0,10,1,,1,2,2,1,2,2,1,1,1,1,,,1,,1,1,2,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
84,2,85,85001,1,05,2,1,17,2,5,3,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,0,6,10,7,,2,1,2,1,2,2,2,,,1,1,,1,,1,1,2,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,1,2,2,2,2,1,,2,2,2,2,2,,,,,,,,,,,1
85,2,85,85001,1,05,2,1,19,1,5,2,1,3,6,4,3,4,4,4,4,4,4,4,1,,,,,,,,,,1,2,1,,2,2,2,2,2,,,,,,2,2,,0,8,2,1,,2,2,2,1,2,2,4,,1,1,1,,1,,,1,2,1,,1,1,1,1,1,2,2,2,2,15,15,16,16,16,,,,,4,,2,,,,,,,,,,,1,2,2,2,2,2,2,,2,2,2,1,2,4,,,,,,,,,,1
86,2,85,85001,1,05,2,1,24,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,18,1,7,1,,1,2,2,1,2,2,1,,1,1,,,1,,1,1,2,1,,1,2,2,1,2,2,2,2,2,15,,,15,,,,,,4,,2,,,,,,,,,,,1,2,1,1,1,2,2,,2,2,2,2,2,1,,,,,,,,,,1
87,2,85,85001,1,05,2,1,19,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,4,,7,0,10,1,,1,2,2,1,2,2,1,1,1,1,,1,1,,,1,2,6,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
88,2,85,85001,1,05,2,1,15,2,2,2,1,3,6,4,4,4,4,4,3,4,4,4,2,,,,,,,,,,,,,,2,1,2,2,2,,2,,,,1,7,,2,5,10,7,,1,2,2,1,2,2,1,1,1,1,1,,1,,1,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,1,2,2,1,2,2,1,,2,2,2,1,2,,,,,,,,,,,1
89,2,85,85001,1,05,2,1,21,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,13,1,7,3,,1,2,2,1,2,2,1,1,1,1,1,1,1,,1,1,4,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,1,2,2,5,,,,,,,,,,1
90,2,85,85001,1,05,2,1,23,1,3,2,1,3,5,4,4,3,3,3,3,4,3,4,1,,,,,1,,,1,,1,9,,,2,2,2,2,2,,,,,,1,3,,0,6,10,1,,1,2,2,1,2,2,1,1,1,1,,,,,,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,1,2,2,2,,2,2,2,2,1,3,,,,,,,,,,1
91,2,85,85001,1,05,2,1,22,1,3,1,1,3,6,4,4,4,2,4,3,4,4,4,1,,,,,,,,1,,,1,1,,2,2,2,2,2,,,,,,2,1,,7,3,10,1,,1,2,2,1,2,2,1,,1,1,,,,,,1,2,7,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
92,2,85,85001,1,04,1,1,40,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,1,9,4,1,,2,2,2,2,2,2,,,,,,,,,,1,3,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
93,2,85,85001,1,05,2,1,32,1,3,2,1,3,6,4,3,4,4,4,4,4,4,4,1,,1,,,,,,1,1,,11,,,2,2,2,2,2,,,,,,1,7,,11,2,10,3,,1,2,2,1,2,2,4,,1,1,,,,,,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,1,2,1,1,2,2,1,,2,2,2,2,2,5,,,,,,,,,,1
94,2,85,85001,1,05,2,1,31,1,5,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,0,9,7,3,,1,2,2,1,2,2,1,,1,1,1,1,,,1,1,1,9,,2,1,2,2,2,2,2,2,2,,25,,,,,,,,2,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
95,2,85,85001,1,01,1,1,28,1,3,2,1,1,6,4,4,3,3,4,3,4,2,2,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,0,6,4,9,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,1,2,1,2,2,1,2,2,2,18,,15,,,27,,,,6,2,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
96,2,23,23001,1,07,1,1,69,1,3,2,1,1,6,2,3,2,3,4,3,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,12,2,7,3,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,1,1,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
97,2,85,85001,1,01,1,1,35,2,3,2,1,1,6,4,4,3,4,4,4,4,4,4,1,,,,,,,,,,1,3,1,,2,2,2,2,2,,,,,,2,2,,21,0,4,2,,2,2,2,2,2,2,,,,,,,,,,1,4,1,,1,2,1,2,2,2,2,2,2,15,,15,,,,,,,3,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
98,2,85,85001,1,01,1,1,19,2,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,4,0,4,1,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
99,2,85,85001,1,01,1,1,25,1,3,1,1,1,6,4,4,4,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,4,0,4,1,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
100,2,85,85001,1,01,1,1,30,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,1,,1,1,,2,2,2,2,2,,,,,,2,10,,19,0,4,9,,2,2,2,2,2,2,,,,,,,,,,1,1,3,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
101,2,85,85001,1,04,1,1,52,1,5,3,1,1,6,4,4,2,2,2,4,4,4,4,1,,1,,,1,1,,1,,1,11,,,2,2,2,2,2,,,,,,2,5,,2,1,4,9,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,1,1,2,2,2,2,2,2,1,19,20,,,,,,,15,9,,2,,,,,,,,,,,1,2,2,1,2,2,1,,1,2,2,1,1,1,,,,,,,,,,1
102,2,85,85001,1,04,1,1,25,1,5,3,1,1,4,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,5,,1,5,4,1,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
103,2,85,85001,1,01,1,1,23,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,1,1,,2,2,2,2,2,,,,,,1,5,,1,6,5,1,,2,2,1,2,2,2,3,1,,,,,,,,1,2,5,,2,1,2,2,2,2,2,2,2,,15,,,,,,,,2,,2,,,,,,,,,,,2,2,2,2,1,2,1,,2,2,2,2,2,1,,,,,,,,,,1
104,2,85,85001,1,01,1,1,50,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,1,1,,1,1,,2,2,2,2,2,,,,,,1,11,,10,0,11,1,,2,1,2,2,2,1,6,,1,,,,,,,1,2,3,,1,1,1,2,2,2,2,2,2,16,15,19,,,,,,,1,,1,1,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
105,2,81,81001,1,03,1,1,64,1,3,2,1,1,6,4,4,4,4,4,3,4,3,4,1,,,,,,,,,,1,9,,,2,2,2,2,2,,,,,,1,6,,4,0,4,8,,2,2,1,2,2,2,3,1,,,,,,,,1,5,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,1,2,1,,,,,,,,,,1
106,2,81,81001,1,03,1,1,74,1,3,2,1,1,5,4,4,3,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,9,0,5,3,,2,2,2,2,1,2,5,,1,,,,,,1,1,2,1,,1,2,2,2,2,2,2,2,2,19,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
107,2,85,85001,1,01,1,1,29,1,3,2,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,4,0,1,5,,1,2,2,2,2,2,1,,1,1,,,,,1,1,3,1,,1,1,1,1,2,1,2,2,2,19,19,25,19,,19,,,,3,2,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
108,2,85,85001,1,04,1,1,24,2,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,7,3,4,1,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,,,,,,,1,,,2,2,1,2,2,2,1,,2,2,2,1,1,1,,,,,,,,,,1
109,2,81,81001,1,03,1,1,34,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,1,,9,,,2,2,2,2,2,,,,,,1,5,,5,0,4,8,,2,2,1,2,2,2,3,1,,,,,,,,1,2,1,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,1,2,2,2,2,1,,,,,,,,,,1
110,2,85,85001,1,01,1,1,17,1,2,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,11,,,2,2,2,2,2,,,,,,1,2,,5,0,2,1,,1,2,2,2,2,2,1,1,1,,,,,,,1,1,4,,1,1,1,1,2,1,2,1,2,15,15,15,15,,15,,15,,6,1,2,,,,,,,,,,,1,2,2,2,2,2,1,,2,2,2,2,2,,,,,,,,,,,1
111,2,85,85001,1,01,1,1,24,1,2,2,1,1,6,4,4,4,4,4,3,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,4,2,1,1,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,1,2,2,2,2,1,2,2,2,15,,,,,15,,,,6,1,2,,,,,,,,,,,1,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
112,2,81,81001,1,03,1,1,63,1,3,2,1,2,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,1,,,9,,,2,2,2,2,2,,,,,,1,5,,15,0,4,6,,2,2,2,2,2,2,,,,,,,,,,2,1,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
113,2,85,85001,1,01,1,1,67,1,3,1,1,1,6,4,4,4,3,3,3,3,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,2,,40,0,2,9,,2,2,2,2,2,1,6,1,1,,,,,,,1,2,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
114,2,85,85001,1,05,1,1,18,1,5,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,2,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,2,1,1,,,,,,,,,,1,2,1,2,2,2,1,,1,2,2,2,2,1,,,,,,,,,,1
115,2,81,81001,1,03,4,1,18,1,6,1,1,1,6,4,4,4,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,1,2,2,,,2,,,1,5,,5,0,4,2,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,16,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
116,2,85,85001,1,05,1,1,61,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,26,0,5,3,,2,2,2,2,2,2,,,,,,,,,,1,2,9,,1,2,2,2,2,2,2,2,2,20,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
117,2,23,23001,1,05,1,1,61,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,1,2,2,2,1,1,,,,1,7,,8,6,7,3,,1,2,2,2,2,2,1,1,,,,,,,,1,4,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
118,2,23,23001,1,05,1,1,67,1,3,1,1,2,6,4,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,1,6,,2,3,9,9,,2,1,2,2,2,2,2,,,1,,,,,,2,8,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
119,2,85,85001,1,01,1,1,41,1,3,2,1,1,6,4,4,2,4,4,4,4,4,4,1,,,,,1,1,,,1,,11,,,2,2,2,2,2,,,,,,2,1,,32,0,8,2,,2,2,2,2,2,1,6,1,,,,,,,,1,4,4,,1,2,1,2,2,1,2,1,2,15,,15,,,15,,15,,6,2,1,1,,,,,,,,,,1,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
120,2,47,47001,1,02,1,1,46,1,5,2,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,17,0,7,8,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,1,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
121,2,81,81001,1,03,1,1,54,2,3,2,1,1,5,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,9,0,4,3,,2,2,1,2,2,2,3,,1,,,,,,,2,1,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,1,2,1,,,,,,,,,,1
122,2,47,47001,1,02,1,1,48,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,18,0,1,9,,1,1,2,2,2,2,2,,1,,,,,,,1,2,5,,2,2,2,1,2,2,2,2,2,,,,15,,,,,,4,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
123,2,23,23001,1,08,1,1,72,1,3,1,1,1,6,3,4,2,4,4,4,4,4,3,1,,,,,,,,,,1,2,1,,1,1,2,2,2,1,1,,,,1,2,,8,4,5,6,,2,2,2,2,2,2,,,,,,,,,,1,3,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
124,2,47,47001,1,02,1,1,58,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,2,0,5,9,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,1,1,2,2,2,2,2,2,2,15,15,,,,,,,,2,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
125,2,81,81001,1,03,3,1,33,1,5,3,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,0,3,1,9,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,1,2,1,2,1,1,2,2,2,15,,15,,17,18,,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
126,2,85,85001,1,01,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,43,,,,,1,,,1
127,2,47,47001,1,02,1,1,68,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,60,0,4,3,,1,2,1,2,2,2,1,1,,,,,,,,1,4,9,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,1,2,1,,,,,,,,,,1
128,2,47,47001,1,02,1,1,55,2,3,3,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,1,5,,1,0,4,6,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
129,2,85,85001,1,04,1,1,49,1,3,2,1,1,1,3,4,3,2,4,4,4,4,2,1,,,,,,,,,,,4,,,2,2,2,2,2,,,,,,2,5,,18,0,4,5,,2,2,2,2,2,2,,,,,,,,,,1,8,5,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,1,2,1,,1,2,1,2,2,1,,,,,,,,,,1
130,2,85,85001,1,01,1,1,26,1,3,1,1,1,6,4,4,4,4,4,4,4,2,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,11,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,8,7,,1,2,1,1,1,1,1,1,2,15,,15,16,16,17,16,16,,6,1,2,,,,,,,,,,,2,2,1,2,2,2,2,,1,2,1,1,1,1,,,,,,,,,,1
132,2,81,81001,1,03,3,1,25,1,5,2,1,2,6,4,4,3,4,4,4,4,4,4,1,,,,,,,,,,,3,1,,2,2,2,2,2,,,,,,2,6,,2,0,5,9,,2,2,2,2,2,2,,,,,,,,,,2,1,1,,2,2,2,2,1,1,2,2,2,,,,,20,15,,,,6,1,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,1,1,1,,,,,,,,,,1
134,2,47,47001,1,02,1,1,75,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,7,0,7,3,,2,2,2,2,2,2,,,,,,,,,,1,2,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
135,2,54,54001,1,01,1,1,42,1,5,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,2,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,1,1,1,1,1,1,2,2,15,15,15,15,15,15,15,,,6,1,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
